,age,gender,窦性心律,T波改变,窦性心动过缓,ST段改变,正常ECG,左心室高电压,ST-T改变,窦性心动过速,临界ECG,QRS低电压,房性早搏,电轴左偏,电轴右偏,心房颤动,异常ECG,室性早搏,完全性右束支传导阻滞,窦性心律不齐,左心室肥大,右束支传导阻滞,一度房室传导阻滞,快心室率,不完全性右束支传导阻滞,非特异性T波异常,QT间期延长,左前分支传导阻滞,非特异性ST段异常,差异性传导,非特异性ST段与T波异常,起搏心律,短PR间期,下壁异常Q波,快室率心房颤动,逆钟向转位,室内差异性传导,早期复极化,二联律,室上性早搏,顺钟向转位,复极化异常,未下传的房性早搏,肺心病型,慢心室率,短串房性心动过速,非特异性室内传导延迟,右心房扩大,左束支传导阻滞,前间壁R波递增不良,右心室肥大,房室传导延缓,双分支传导阻滞,非特异性室内传导阻滞,肺型P波,完全性左束支传导阻滞,融合波
临界ECG,-0.11743409927365521,-0.06302385705248582,-0.15714274951786109,-0.1193305228011457,0.18843882800703923,-0.10946340751121938,-0.13421923024090565,-0.13642460938855036,-0.09090439951361966,0.10311572565629834,1.0,0.21559500237028278,0.048423895311836586,-0.06528478185950676,0.20743363621314875,-0.06766041362127839,-0.06296107064945825,0.0515614793757938,-0.06443664933750967,0.045385990956277454,-0.039637734157993834,-0.03772622882514178,0.00234836578722245,-0.028736285533470282,-0.00810429238845045,-0.021184788415364655,-0.01903323459652107,-0.019500694588518636,-0.016718267064663343,0.12697600705331513,-0.014779348691951693,-0.016282596886851033,0.11469792993906504,-0.013773873117009398,-0.012258674247424863,-0.011027730395823802,-0.01134791238652879,0.05125161841033069,0.013127080725915322,0.05142847193189978,-0.010357888434213779,-0.010183582390563951,0.033479677982508595,-0.009825743609228436,-0.010357888434211163,-0.008664411914539278,0.058019393645253,0.0345553114146307,-0.008021187163802701,-0.008241157477489597,-0.008021187163801532,-0.005977647367008304,-0.008455424688272565,-0.007795030947094092,-0.0077950309470968,-0.008455424688274895,0.0369485756760027
QRS低电压,0.023657286712194723,-0.04542201719007695,0.03449039319609862,-0.0582678471783845,-0.04389545444364122,-0.08713846935157772,-0.11961799434720614,-0.12229667659062933,-0.06602605788723546,-0.003468587492297294,0.21559500237028278,1.0,-0.014230945504004281,-0.0054188371773876915,-0.023635571128329466,0.014011670647084527,0.04055643047646937,-0.013061391345693452,-0.053381870894446626,-0.013368446596235577,-0.03532568508949503,-0.026922225516022625,-7.964050573144322e-05,-0.004644079110925125,0.004237297202112643,0.0424717930978486,0.051256359017500044,0.0005508394736652557,0.023895923181585704,-0.008522940734656925,0.02730911568806811,0.0008067606660020444,0.030120797451090458,0.009435169450612612,0.0012663846561901512,-0.0007961813483765825,0.03377546425933612,-0.010253128018123052,-0.003689931836892414,0.008652779887471384,-0.004423903827547619,-0.009075746438443838,0.017901392163928914,-0.008756835673963825,0.029226401783183534,-0.001977227912081105,0.019582916886531593,-0.008255509588566134,-0.007148590549164227,-0.0013054839343489887,-0.007148590549158441,-0.005327360227533497,-0.007535588907416288,-0.006947037068332533,0.01220571451213597,-0.007535588907415018,-0.0009440854804635786
房性早搏,0.17557573294185366,0.024277026411673584,0.05431531593738092,0.0031719931806954956,-0.014806972721670537,-0.02370820248974226,-0.1165657063392252,-0.026112948252200265,0.014270965255604815,-0.014153549123501889,0.048423895311836586,-0.014230945504004281,1.0,0.015263104838663853,-0.04265423881089974,-0.055594061591854226,0.03912884183124051,0.04389802241119117,0.02430554021592534,-0.03552690015895264,0.04267333686053642,0.008354800503251278,0.04160184083969475,-0.024956672860984425,0.02081618673780517,0.017806652712876164,0.050565924737397336,0.027604880742651616,0.022111054944405826,0.21922288318932684,0.021670122719282488,0.010928520921749695,0.0023474359235823774,-0.00455980355112273,-0.01064632109621935,-0.009577280249636262,-0.00985534949378537,-0.005563202160652755,0.043294741866214605,-0.004746575884893341,0.01559023116970893,0.026163613073815414,-0.008210915263281923,0.001832238119797291,-0.00899554094707279,0.09824365523054412,-0.006567505060100595,0.01394258945822601,-0.0006197425641745523,0.011374672742976478,-0.0006197425641746274,-0.005191422170509984,0.0046987151891850695,-0.00023947484923032218,0.032411999786179195,-0.001322294185177249,-0.006966180224318827
电轴左偏,0.048405346808636736,0.02033394723420093,0.05220072464796658,-0.015901318500644836,-0.03500278986826607,-0.0738238657575458,-0.10177032546088358,-0.0907909424336676,-0.038467971286644406,-0.026758919827640747,-0.06528478185950676,-0.0054188371773876915,0.015263104838663853,1.0,-0.04759820037385291,-0.012871627574853398,0.29663813444227277,0.006171659717860134,0.0025146177638582764,-0.0036508128483229386,-0.015304755433596577,0.06112835837106533,0.03402986864181551,-0.011702585830018377,0.007815424747804868,0.03842665693030269,0.0643336853344144,-0.014786197413171947,0.01488853344777983,0.012165976537658989,0.03163763891235812,-0.0017344244327928855,-0.0024368836931159357,0.031334458028897706,8.914677715422424e-05,-0.008361661063493784,0.011665135984041251,-0.008723304391533333,0.004250188247019183,0.02351673027474451,0.06430090773457882,0.009213785300197114,-0.0010892427166144857,0.08030314847504443,0.003246957764127673,6.300880360488002e-05,0.0170598915355605,0.005385692311790164,0.07271869380017183,0.0007240047518307117,0.001081716573078142,-0.0045324885036145965,-0.00641123720416694,0.05305934853920424,-0.005910500567166839,0.013977850400546353,0.02973650746388554
电轴右偏,-0.15586371173967023,-0.02497456867184997,0.01843284048496048,-0.06143384382390247,-0.041844111943422815,-0.07150762152016633,-0.09785732039025367,-0.09370739344423154,-0.049777407479314105,0.023495622189307206,0.20743363621314875,-0.023635571128329466,-0.04265423881089974,-0.04759820037385291,1.0,-0.026175742711819057,0.0025359769078473686,-0.025264005864982102,-0.04214009190415822,0.07030126255189796,-0.02278515140961793,-0.02750565365805184,-0.015731814820367663,-0.006317841178220837,0.014098337446449201,0.004317954211976139,-0.0013193792758922822,-0.014217677412962041,0.03422946929465748,-0.004669318355799991,-0.006739174024943303,-0.011871408422503345,0.04077153648004624,-0.010042333816150386,0.010511743107820628,-0.008040160449313298,-0.003022325806655608,0.001971967399987393,-0.007163809080970531,0.0030479958007326915,0.015455277494206209,-0.001574731350264402,0.012007178642774497,0.06558638858347163,-0.001800021820738254,-0.0063170987584425424,0.01023383973160721,0.04468527054763825,-0.0058481327957921785,-0.006008510004214817,0.016422813361456665,-0.004358217168458308,-0.006164729161916741,0.017232893330046833,-0.005683245533983113,-0.006164729161916831,0.04611740823778785
心房颤动,0.2239089178915903,0.03590559840373379,-0.3537548115995947,0.0560813852378666,-0.09298954343970171,-0.04140280170018117,-0.10547362063435994,-0.03969759702325546,0.11825554008522149,-0.06954614755219955,-0.06766041362127839,0.014011670647084527,-0.055594061591854226,-0.012871627574853398,-0.026175742711819057,1.0,0.06783029766345151,0.07803563864715565,0.04070904250317226,-0.04603545229317214,0.09310476574231814,0.006306324564163009,-0.025087021008032798,0.4247134180165427,0.07947457668791959,-0.016647661684019214,0.005576121560573928,0.04481073462176495,-0.01313773112004413,-0.01288180110945124,-0.007842785929118776,0.15845268412722427,-0.011026727830135695,0.017492718600547845,-0.009633245211814245,-0.00361733212042616,0.16771863751905974,-0.004200832554465305,-0.00772137310003981,-0.0085373628817799,0.0026088469426013643,-0.002536616155208779,-0.00742958618566346,-0.0077213731000396225,0.15308638951253528,-0.0068087627507101,-0.005942558570413603,-0.007279326920996599,0.014505697119035103,0.054287067308044355,0.007569365794123144,-0.0046974201054634625,-6.387925167616591e-05,0.015286257395037785,-0.006125576308782744,0.08548463413118741,-0.006303296855696986
异常ECG,0.026121232507101855,-0.024524471899640188,-0.03873847498905709,-0.08610152597551057,0.02191332721444528,-0.0791558707331329,-0.0981479675485504,-0.09929182841545053,-0.06647394741770248,0.001852188386751522,-0.06296107064945825,0.04055643047646937,0.03912884183124051,0.29663813444227277,0.0025359769078473686,0.06783029766345151,1.0,0.036269988245559714,-0.04615404014854135,0.007722146709552084,0.08382110227862563,0.4904709954886414,0.076338848290122,0.020683238131843078,0.007244349136457762,0.32521149352359296,0.26160008815867425,0.08660370044401859,0.2584113818463001,0.06427027620048642,0.2226618885662695,-0.011906667829849005,0.0321259863545172,-0.010072160667873451,-0.008964169739790405,-0.008064040622794758,0.1383402686573081,0.001919064874877919,0.029091736853812385,0.08503911070030387,-0.007574217912643746,0.16174411085327747,0.005652572848548477,0.15606061821803272,0.04405182271000573,-0.0063358612464728585,0.033732027026787875,0.06376372977370479,0.11259197035236591,-0.006026355949228966,0.016345273738943074,-0.004371161559642467,0.13429607535355814,0.1009529279238481,-0.005700125407232175,-0.006183039095250189,0.0681704180692602
室性早搏,0.10622109670196477,0.02818857944525884,0.003936790111793489,0.0152366089707728,-0.04429753378653682,-0.004824331229927858,-0.09259466084581901,-0.007286901645584447,0.045506847429266084,-0.011419938687824274,0.0515614793757938,-0.013061391345693452,0.04389802241119117,0.006171659717860134,-0.025264005864982102,0.07803563864715565,0.036269988245559714,1.0,0.008388272960847336,-0.007933290246175222,0.04866405191150459,0.020368243365378066,0.048351037438651386,0.025613145716674147,0.002294947607437739,0.04102337718682223,0.029174420668647665,0.027838776029543766,0.010618327970442465,-0.011445099509715988,0.027477255619566394,0.05346809317599305,0.012313797799825612,0.026420218735692752,0.04203202602122143,-0.007699423959525146,-0.007922971036048065,-0.0026428953386417224,0.10037282406730123,0.05518469906148031,0.004737254641303601,0.0050633133090977195,0.006509057225546816,-0.0005523861246036078,0.010721756285953964,0.0011021265854095253,0.002912447219984053,0.013602661244423924,0.017571808250109736,0.009282483388109459,0.0021237407928847074,0.006187639366800333,0.0014244938498637586,0.002505406680674561,-0.005442393483073444,-0.005903472164821826,-0.005600292935726665
完全性右束支传导阻滞,0.10748874160577172,0.022199591730722043,0.02323795972920693,-0.024050123059973658,-0.028617420823989603,-0.05996998279694012,-0.10044819922653962,-0.06399602415835944,-0.013391654026699621,-0.03256845242887921,-0.06443664933750967,-0.053381870894446626,0.02430554021592534,0.0025146177638582764,-0.04214009190415822,0.04070904250317226,-0.04615404014854135,0.008388272960847336,1.0,-0.021152008141915927,-0.013245744985644126,-0.02823389571145332,0.0313558468897308,0.031569019422577685,-0.020035222872341524,-0.015854463205447283,-0.014244263934790283,0.06920188956497582,-0.012511767634336991,-0.01226803172638619,-0.011060702398478539,0.020029086039783574,-0.010501345713141083,0.006602470172415413,0.00032184156535191856,-0.008253032429307276,-0.008492653118041834,-0.008609977549610393,-0.007353478706717861,-0.008130589643747504,-0.002135162435322013,-0.00762128132438024,-0.0070755943416032615,-0.007353478706716434,-0.002135162435322435,0.013651132972888383,-0.005659418000505135,-0.0006537631822337402,-0.006002968462986175,-0.0061675918321845375,0.03749193919218072,0.014974679066085163,-0.006327947061744476,-0.005833715631840188,-0.0058337156318428425,-0.006327947061744524,-0.006002968462986479
窦性心律不齐,-0.10749501197478614,0.015464874117651132,-0.1655377430727433,-0.02298935086860223,-0.030679245888133682,-0.0024512972914381395,7.00430063602298e-05,0.05134089167184887,-0.03356847282775196,-0.0602145899112436,0.045385990956277454,-0.013368446596235577,-0.03552690015895264,-0.0036508128483229386,0.07030126255189796,-0.04603545229317214,0.007722146709552084,-0.007933290246175222,-0.021152008141915927,1.0,-0.020454384396891765,0.018747683147758175,-0.009664068451503688,-0.01955187429335713,0.0008887686959812034,0.003636049953066366,-0.006259924613833931,-0.010002531664825164,-0.003765762184699239,-0.011153347790286912,-0.0014543717375815205,-0.011078512117738148,0.01762453071254298,-0.00014543856989895207,-0.008340676376201915,0.015526008612532357,-0.007721003336182345,0.008730225938844803,-0.0066853352936872435,-0.007391837261206279,-0.007047401181143533,-0.0006955697048933677,0.00028014268138104115,-0.00022563140601585278,-0.007047401181143745,-0.005895177105669359,-0.005145198403294567,0.0073996457632267065,-0.0054575335746661876,-0.005607199122649692,0.002452477509441444,-0.004067130031595508,-0.005752984337849435,0.027253002044759025,-0.0053036592016340745,-0.005752984337849374,-0.005457533574666577
左心室肥大,0.09706274936381096,0.027108325488684124,-0.03430380248984803,-0.04239070544519188,0.005923612877563524,-0.0030183160717924614,-0.06178997602337597,-0.06317367847125661,0.2756357325306754,-0.019251976080965683,-0.039637734157993834,-0.03532568508949503,0.04267333686053642,-0.015304755433596577,-0.02278515140961793,0.09310476574231814,0.08382110227862563,0.04866405191150459,-0.013245744985644126,-0.020454384396891765,1.0,0.009827478331110175,0.04928230095565008,0.01578310235044672,0.011866623643172548,-0.0053990541603261165,0.0202838007668207,-0.004251509999840325,-0.007696522467195624,0.014912434716209674,0.011868114004287016,0.026418738281494828,9.406985830097775e-05,0.013687371686867364,0.03934384583697865,-0.005076792614040223,0.002873440808826573,0.010678881674969875,0.04221953694007278,0.003455703378549913,-0.0047684201202213405,0.2388746681773405,0.005362441419390149,-0.004523438712437651,-0.004768420120223673,0.027808169117911164,-0.0034813496434006287,-0.0042644732702765645,-0.0036926822009105435,0.007348465182615045,-0.003692682200910543,0.027959873245110702,-0.0038925904121021567,-0.0035885675581454296,0.008190573176696228,0.006967917050181888,-0.0036926822009107096
右束支传导阻滞,0.027497928439396,-0.026469365052049332,0.022145596402088446,-0.04100784137684697,-0.012135292077014708,-0.04716950031326078,-0.058810192461162626,-0.05414413437781269,-0.037510524355994564,-0.015050023583509793,-0.03772622882514178,-0.026922225516022625,0.008354800503251278,0.06112835837106533,-0.02750565365805184,0.006306324564163009,0.4904709954886414,0.020368243365378066,-0.02823389571145332,0.018747683147758175,0.009827478331110175,1.0,0.062270352554203566,-0.005828820421129624,-0.011730178561666374,-0.00928243651613558,-0.008339700561312745,0.12529516462009568,-0.0073253624083992495,0.01637451133993605,-0.006475795900961021,-0.0012056383338083989,0.028223457460121937,0.014972463564032359,-0.0053713241427141255,-0.004831967414984034,0.029002031333521517,-0.0050409508650019405,0.005500401411948337,0.12830014079477753,-0.00453846599487994,0.052309462023834435,-0.00414260353307084,-0.004305298664694911,0.004764617446661749,-0.0037964435598541067,-0.003313463699603905,0.016740913705823375,-0.003514604874600696,-0.0036109882055199486,-0.0035146048746006586,-0.0026191969026153937,0.22412589202779093,-0.003415511096409327,-0.003415511096411021,-0.0037048726353557104,0.03250710648046077
一度房室传导阻滞,0.08610079308900023,0.03191833749256356,7.388962712609708e-05,0.014350393738503033,0.028421933389253626,-0.013750240544916872,-0.04976559362442671,0.01447066901713278,0.01679432047911967,-0.01188102997160395,0.00234836578722245,-7.964050573144322e-05,0.04160184083969475,0.03402986864181551,-0.015731814820367663,-0.025087021008032798,0.076338848290122,0.048351037438651386,0.0313558468897308,-0.009664068451503688,0.04928230095565008,0.062270352554203566,1.0,-0.01065479444016753,0.002865457960175973,0.019003195937051895,0.02877999630239661,0.0569093320562025,0.0005946267573692979,0.0008494855229149338,0.009878535472099714,0.04975482839850258,-0.005202738399430806,0.019604037967156596,-0.004545251823278786,-0.0040888444114404315,-0.004207560982876697,-0.004265687659400402,0.01942547465423321,0.027275284678309933,0.007102620930920917,0.018484040232851592,0.020467147093820963,-0.0036431736543027214,-0.0038404814697459246,0.009864488155081133,0.057116545237188086,-0.0034346031095813506,0.039397812060495196,0.038186987041160754,-0.0029740830733616932,-0.002216382623882065,0.023664363092711915,0.04070918616862907,-0.0028902292294980237,0.010264637058871507,-0.0029740830733617977
